restaurant_name,restaurant_location,day_of_the_week,dish_name,preparation_time
TAO,"(40.7625746, -73.9714449)",Weekend,Yakisoba (noodles saltati),17
TAO,"(40.7625746, -73.9714449)",Weekend,Tempura,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Burgers,14
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Chicken Tenders,20
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Hot Dogs,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Tempura,17
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Peking Roasted Duck,20
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,12
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Ichiju-ju,13
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Tempura,15
Parm,"(40.7230381, -73.9957182)",Weekend,Ossobuco,19
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
Cafe Habana,"(40.7228449, -73.9942284)",Weekend,Carnitas,13
Cafe Habana,"(40.7228449, -73.9942284)",Weekend,Tacos,14
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Mediterranean Falafel Bowls,15
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Greek Salad,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Tater Tots,14
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Chicken Tenders,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta alla Gricia,16
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Tater Tots,11
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Pizza,20
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Fish-Flavored Shredded Pork,13
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekday,Fish-Flavored Shredded Pork,17
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekday,Yangzhou Fried Rice,18
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Yakisoba (noodles saltati),18
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Tsukemono (sottaceti),16
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,French Fries,16
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Buffalo Chicken Wings,14
Carmine's,"(40.7575108, -73.9867126)",Weekday,Ragù Bolognese,19
Carmine's,"(40.7575108, -73.9867126)",Weekday,Pasta alla Gricia,15
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Barbecue Ribs,19
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekday,Armenian Losh Kebab,16
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekday,Greek Salad,13
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Yakitori,16
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Nigiri,12
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,18
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Pizza,20
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Risotto,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Yakitori,12
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Kaiseki,20
Haandi,"(40.7424095, -73.9824519)",Weekend,Chaat,13
Haandi,"(40.7424095, -73.9824519)",Weekend,Korma,18
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,10
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Tater Tots,13
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Pizza,20
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Hot Dogs,12
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekday,Burgers,13
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekday,Pizza,20
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Burgers,16
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Hot Dogs,12
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,10
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,12
Asuka Sushi,"(40.7452899, -73.9988852)",Weekday,Yakitori,12
Asuka Sushi,"(40.7452899, -73.9988852)",Weekday,Yakitori,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Chicken Tenders,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Hot Dogs,12
Rubirosa,"(40.7227225, -73.9961142)",Weekday,Ossobuco,18
Rubirosa,"(40.7227225, -73.9961142)",Weekday,Arancini,13
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekend,Chicken Tenders,17
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekend,Hot Dogs,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,French Fries,16
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Cauliflower and chickpea tagine,15
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Beef Dolmas with Apricots and Tamarind,14
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Sashimi,20
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Burgers,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Parm,"(40.7230381, -73.9957182)",Weekday,Pasta alla Gricia,15
Parm,"(40.7230381, -73.9957182)",Weekday,Pasta alla Gricia,15
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Miso Soup,13
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Tempura,15
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Ichiju-ju,14
Sarabeth's,"(40.7652199, -73.9755591)",Weekend,Apple Pie,17
Sarabeth's,"(40.7652199, -73.9755591)",Weekend,Hot Dogs,12
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Arancini,13
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Ragù Bolognese,17
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Apple Pie,13
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Buffalo Chicken Wings,14
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Pasta alla Gricia,14
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Arancini,13
Hatsuhana,"(40.7568939, -73.9769041)",Weekday,Sushi,19
Hatsuhana,"(40.7568939, -73.9769041)",Weekday,Tsukemono (sottaceti),16
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Sushi,17
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Sushi,18
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Kung Pao Chicken,16
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Rigatoni all'Amatriciana,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta Carbonara,14
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekend,Chaat,17
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekend,Samosa,12
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Sushi,18
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Nigiri,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Pizza,20
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Hot Dogs,12
Cafe Habana,"(40.7228449, -73.9942284)",Weekday,Salsa Verde,14
Cafe Habana,"(40.7228449, -73.9942284)",Weekday,Guacamole,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Barbecue Ribs,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Korma,20
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Samosa,12
Parm,"(40.7230381, -73.9957182)",Weekday,Arancini,15
Parm,"(40.7230381, -73.9957182)",Weekday,Arancini,13
Waverly Diner,"(40.7331105, -74.0001672)",Weekend,Burgers,13
Waverly Diner,"(40.7331105, -74.0001672)",Weekend,Hot Dogs,12
Barbounia,"(40.7382829, -73.9880343)",Weekend,Armenian Losh Kebab,16
Barbounia,"(40.7382829, -73.9880343)",Weekend,Greek Salad,13
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Ragù Bolognese,20
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Arancini,13
Crema Restaurante,"(40.7396323, -73.996068)",Weekend,Tamales,17
Crema Restaurante,"(40.7396323, -73.996068)",Weekend,Tacos,14
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekday,Lamb Saag,18
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekday,Samosa,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Chicken Tenders,17
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Reuben Sandwich,17
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Miso Soup,20
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Nigiri,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Pizza,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Pasta alla Gricia,15
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Tsukemono (sottaceti),19
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Sashimi,20
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Nigiri,12
TAO,"(40.7625746, -73.9714449)",Weekend,Ichiju-ju,13
TAO,"(40.7625746, -73.9714449)",Weekend,Kaiseki,20
TAO,"(40.7625746, -73.9714449)",Weekend,Nigiri,12
Parm,"(40.7230381, -73.9957182)",Weekend,Risotto,20
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
TAO,"(40.7625746, -73.9714449)",Weekday,Nigiri,12
TAO,"(40.7625746, -73.9714449)",Weekday,Ichiju-ju,14
Parm,"(40.7230381, -73.9957182)",Weekday,Pasta alla Gricia,17
Parm,"(40.7230381, -73.9957182)",Weekday,Arancini,13
TAO,"(40.7625746, -73.9714449)",Weekend,Tempura,12
TAO,"(40.7625746, -73.9714449)",Weekend,Nigiri,12
Momoya,"(40.7426475, -73.9964607)",Weekday,Miso Soup,15
Momoya,"(40.7426475, -73.9964607)",Weekday,Sashimi,19
Parm,"(40.7230381, -73.9957182)",Weekend,Risotto,17
Parm,"(40.7230381, -73.9957182)",Weekend,Ragù Bolognese,17
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Reuben Sandwich,16
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Barbecue Ribs,19
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Yakitori,10
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Barbecue Ribs,20
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,12
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Chicken Tenders,18
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Burgers,16
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Yangzhou Fried Rice,20
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,12
Tony's Di Napoli,"(40.7563915, -73.9854253)",Weekend,Risotto,15
Tony's Di Napoli,"(40.7563915, -73.9854253)",Weekend,Arancini,13
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Beef Dolmas with Apricots and Tamarind,13
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Cauliflower Shawarma Berber,16
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,10
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Tsukemono (sottaceti),16
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Lasagna,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Yakitori,12
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Nigiri,12
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,12
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Ichiju-ju,13
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekday,Sashimi,19
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Sushi,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Dickson's Farmstand Meats,"(40.7423521, -74.0054238)",Weekend,Apple Pie,19
Dickson's Farmstand Meats,"(40.7423521, -74.0054238)",Weekend,Burgers,16
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Hot Pot,19
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Fish-Flavored Shredded Pork,13
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Tater Tots,13
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Yakisoba (noodles saltati),20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Nigiri,12
indikitch,"(40.7421269, -73.9905046)",Weekend,Korma,20
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Buffalo Chicken Wings,11
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Barbecue Ribs,19
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Yakitori,10
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Hummus,14
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Hummus,13
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Barbecue Ribs,18
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Reuben Sandwich,16
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Rogan Josh,17
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Biryani,17
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Chicken Tenders,17
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Chicken Tenders,18
Waverly Diner,"(40.7331105, -74.0001672)",Weekday,French Fries,15
Waverly Diner,"(40.7331105, -74.0001672)",Weekday,Hot Dogs,12
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Sushi,20
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Congee,19
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Chow Mein,15
Melt Shop,"(40.58170175, -74.16681571964111)",Weekday,Buffalo Chicken Wings,14
Melt Shop,"(40.58170175, -74.16681571964111)",Weekday,Hot Dogs,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Chow Mein,18
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Fish-Flavored Shredded Pork,13
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Falafel,12
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Hummus,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Reuben Sandwich,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,French Fries,15
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Burgers,15
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,12
Serafina Fabulous Pizza,"(40.7761311, -73.9624593)",Weekday,Ossobuco,20
Serafina Fabulous Pizza,"(40.7761311, -73.9624593)",Weekday,Arancini,13
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Spaghetti con Salsa di Pomodoro,18
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Arancini,13
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Hummus,10
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Roast Chicken with Sumac Flatbread (M’sakhan),20
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Hummus,13
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekend,Lamb Saag,18
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekend,Samosa,12
Westville Hudson,"(40.7272539, -74.0075081)",Weekend,Apple Pie,15
Westville Hudson,"(40.7272539, -74.0075081)",Weekend,Hot Dogs,12
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Hummus,10
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Beef Dolmas with Apricots and Tamarind,14
TAO,"(40.7625746, -73.9714449)",Weekend,Yakitori,11
TAO,"(40.7625746, -73.9714449)",Weekend,Nigiri,12
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Risotto,18
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Arancini,13
Momoya,"(40.7426475, -73.9964607)",Weekend,Sushi,16
Momoya,"(40.7426475, -73.9964607)",Weekend,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,French Fries,16
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Chicken Tenders,18
Junoon,"(40.7431207, -73.9909146)",Weekend,Chaat,11
Junoon,"(40.7431207, -73.9909146)",Weekend,Samosa,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Reuben Sandwich,17
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Tater Tots,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Tempura,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Sashimi,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Chow Mein,17
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Kung Pao Chicken,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta alla Gricia,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Risotto,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Congee,20
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,12
TAO,"(40.7625746, -73.9714449)",Weekday,Sushi,20
TAO,"(40.7625746, -73.9714449)",Weekday,Nigiri,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Ragù Bolognese,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,15
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Parm,"(40.7230381, -73.9957182)",Weekend,Pasta Carbonara,12
Parm,"(40.7230381, -73.9957182)",Weekend,Ragù Bolognese,17
Xi'an Famous Foods,"(40.7401797, -74.0019721)",Weekend,Kung Pao Chicken,18
Xi'an Famous Foods,"(40.7401797, -74.0019721)",Weekend,Sweet and Sour Pork Fillet,12
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,14
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Fish-Flavored Shredded Pork,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Sashimi,17
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekend,Lamb Saag,16
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekend,Samosa,12
Shake Shack,"(40.7513742, -73.9878729)",Weekday,French Fries,15
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Barbecue Ribs,19
Parm,"(40.7230381, -73.9957182)",Weekend,Rigatoni all'Amatriciana,17
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
Cafe de La Esquina,"(40.7170643, -73.9628478)",Weekend,Quesadillas,13
Cafe de La Esquina,"(40.7170643, -73.9628478)",Weekend,Tacos,14
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Burgers,16
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Hot Dogs,12
Cho Dang Gol,"(40.7501714, -73.9863439)",Weekend,Gimbap,14
Cho Dang Gol,"(40.7501714, -73.9863439)",Weekend,Bibimbap,15
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,15
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Spaghetti con Salsa di Pomodoro,16
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Mediterranean White Bean Soup,14
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Mediterranean Grilled Chicken + Dill Greek Yogurt Sauce,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,19
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Dumplings,16
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Sashimi,17
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Boqueria,"(40.77152, -73.9561132)",Weekday,Paella,20
Boqueria,"(40.77152, -73.9561132)",Weekday,Fabada Asturiana,13
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Rigatoni all'Amatriciana,17
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Arancini,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Apple Pie,14
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Pizza,20
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Tsukemono (sottaceti),17
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Sushi,18
Parm,"(40.7230381, -73.9957182)",Weekday,Rigatoni all'Amatriciana,19
Parm,"(40.7230381, -73.9957182)",Weekday,Arancini,13
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Peking Roasted Duck,20
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Burgers,16
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Barbecue Ribs,19
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Mediterranean Pasta Salad,17
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Greek Salad,13
Westville Hudson,"(40.7272539, -74.0075081)",Weekend,Chicken Tenders,16
Westville Hudson,"(40.7272539, -74.0075081)",Weekend,Buffalo Chicken Wings,14
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta Carbonara,15
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Tater Tots,11
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Buffalo Chicken Wings,14
Melt Shop,"(40.7446867, -73.9908292)",Weekday,Reuben Sandwich,17
Melt Shop,"(40.7446867, -73.9908292)",Weekday,Hot Dogs,12
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Tater Tots,10
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Pizza,20
Shake Shack,"(40.6437718, -74.0758827)",Weekend,Hot Dogs,12
TAO,"(40.7625746, -73.9714449)",Weekday,Ichiju-ju,17
TAO,"(40.7625746, -73.9714449)",Weekday,Nigiri,12
Serafina Fabulous Pizza,"(40.7761311, -73.9624593)",Weekend,Pasta Carbonara,12
Serafina Fabulous Pizza,"(40.7761311, -73.9624593)",Weekend,Pizza,20
Serafina Fabulous Pizza,"(40.7761311, -73.9624593)",Weekend,Arancini,13
Waverly Diner,"(40.7331105, -74.0001672)",Weekday,Hot Dogs,15
Waverly Diner,"(40.7331105, -74.0001672)",Weekday,Tater Tots,13
TAO,"(40.7625746, -73.9714449)",Weekend,Yakisoba (noodles saltati),16
TAO,"(40.7625746, -73.9714449)",Weekend,Nigiri,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Bareburger,"(40.7216328, -73.9885495)",Weekend,Burgers,17
Bareburger,"(40.7216328, -73.9885495)",Weekend,Chicken Tenders,18
